test, size, PKG, CPU, GPU, DRAM, time
runlength_janus, 20000000, 5.853942871093750000, 5.097473144531250000, , 0.206848144531250000, 852.666
runlength_janus, 20000000, 5.876403808593750000, 5.117187500000000000, , 0.204284667968750000, 852.328
runlength_janus, 20000000, 5.885925292968750000, 5.134155273437500000, , 0.205200195312500000, 852.018
runlength_janus, 20000000, 5.864074707031250000, 5.119140625000000000, , 0.204589843750000000, 852.411
runlength_janus, 20000000, 5.890136718750000000, 5.133789062500000000, , 0.204711914062500000, 851.442
runlength_janus, 20000000, 5.878662109375000000, 5.132385253906250000, , 0.203613281250000000, 851.572
runlength_janus, 20000000, 5.857971191406250000, 5.101989746093750000, , 0.203735351562500000, 852.421
runlength_janus, 20000000, 5.849365234375000000, 5.101989746093750000, , 0.203918457031250000, 851.952
runlength_janus, 20000000, 5.872802734375000000, 5.126525878906250000, , 0.203491210937500000, 852.129
runlength_janus, 20000000, 5.815734863281250000, 5.072387695312500000, , 0.204589843750000000, 854.123
runlength_janus, 20000000, 5.851379394531250000, 5.105957031250000000, , 0.204833984375000000, 852.711
runlength_janus, 20000000, 5.832092285156250000, 5.080566406250000000, , 0.204406738281250000, 853.976
runlength_janus, 20000000, 5.872802734375000000, 5.127197265625000000, , 0.204467773437500000, 852.403
runlength_janus, 20000000, 5.858398437500000000, 5.110961914062500000, , 0.203613281250000000, 851.368
runlength_janus, 20000000, 5.854003906250000000, 5.111877441406250000, , 0.203979492187500000, 853.988
runlength_janus, 20000000, 5.839599609375000000, 5.090637207031250000, , 0.204162597656250000, 853.648
runlength_janus, 20000000, 5.852416992187500000, 5.106994628906250000, , 0.204467773437500000, 853.315
runlength_janus, 20000000, 5.873718261718750000, 5.113952636718750000, , 0.204650878906250000, 857.299
runlength_janus, 20000000, 5.840393066406250000, 5.090209960937500000, , 0.203247070312500000, 853.395
runlength_janus, 20000000, 5.864929199218750000, 5.115844726562500000, , 0.205627441406250000, 853.51
runlength_janus, 20000000, 5.896362304687500000, 5.151245117187500000, , 0.205566406250000000, 854.163
runlength_janus, 20000000, 5.909118652343750000, 5.157836914062500000, , 0.204467773437500000, 852.153
runlength_janus, 20000000, 5.880615234375000000, 5.134033203125000000, , 0.205627441406250000, 854.402
runlength_janus, 20000000, 5.882507324218750000, 5.125244140625000000, , 0.204650878906250000, 853.884
runlength_janus, 20000000, 5.903686523437500000, 5.146789550781250000, , 0.203430175781250000, 852.453
runlength_janus, 20000000, 5.819885253906250000, 5.076721191406250000, , 0.204040527343750000, 853.706
runlength_janus, 20000000, 5.854309082031250000, 5.113159179687500000, , 0.203979492187500000, 854.056
runlength_janus, 20000000, 5.819580078125000000, 5.076782226562500000, , 0.202758789062500000, 854.301
runlength_janus, 20000000, 5.869018554687500000, 5.127441406250000000, , 0.205261230468750000, 854.154
runlength_janus, 20000000, 5.825378417968750000, 5.075988769531250000, , 0.204223632812500000, 853.229
runlength_janus, 20000000, 5.865600585937500000, 5.112426757812500000, , 0.203491210937500000, 851.443
runlength_janus, 20000000, 5.873168945312500000, 5.126770019531250000, , 0.204833984375000000, 852.634
runlength_janus, 20000000, 5.862304687500000000, 5.117675781250000000, , 0.203857421875000000, 851.75
runlength_janus, 20000000, 5.876464843750000000, 5.138244628906250000, , 0.203247070312500000, 852.869
runlength_janus, 20000000, 5.915527343750000000, 5.150329589843750000, , 0.204650878906250000, 852.019
runlength_janus, 20000000, 6.368041992187500000, 5.518005371093750000, , 0.220703125000000000, 944.541
runlength_janus, 20000000, 5.822753906250000000, 5.081604003906250000, , 0.204406738281250000, 854.097
runlength_janus, 20000000, 5.859680175781250000, 5.114440917968750000, , 0.203186035156250000, 852.115
runlength_janus, 20000000, 5.866821289062500000, 5.121765136718750000, , 0.204406738281250000, 853.518
runlength_janus, 20000000, 5.835327148437500000, 5.089172363281250000, , 0.204589843750000000, 854.254
runlength_janus, 40000000, 11.659301757812500000, 10.168823242187500000, , 0.401794433593750000, 1701.53
runlength_janus, 40000000, 11.851501464843750000, 10.347473144531250000, , 0.405883789062500000, 1718.17
runlength_janus, 40000000, 11.627746582031250000, 10.142395019531250000, , 0.404052734375000000, 1703.21
runlength_janus, 40000000, 11.628479003906250000, 10.154907226562500000, , 0.403503417968750000, 1702.33
runlength_janus, 40000000, 11.662536621093750000, 10.165954589843750000, , 0.404846191406250000, 1702.68
runlength_janus, 40000000, 11.654785156250000000, 10.167602539062500000, , 0.405273437500000000, 1701.63
runlength_janus, 40000000, 12.612487792968750000, 10.949768066406250000, , 0.435241699218750000, 1886.46
runlength_janus, 40000000, 11.624938964843750000, 10.134460449218750000, , 0.403076171875000000, 1701.94
runlength_janus, 40000000, 11.734130859375000000, 10.256835937500000000, , 0.402587890625000000, 1700.01
runlength_janus, 40000000, 11.741455078125000000, 10.244995117187500000, , 0.404785156250000000, 1699.36
runlength_janus, 40000000, 11.741271972656250000, 10.243103027343750000, , 0.404663085937500000, 1698.59
runlength_janus, 40000000, 11.613220214843750000, 10.136596679687500000, , 0.404113769531250000, 1700.98
runlength_janus, 40000000, 11.683776855468750000, 10.194580078125000000, , 0.405151367187500000, 1700.15
runlength_janus, 40000000, 11.724487304687500000, 10.231933593750000000, , 0.403381347656250000, 1700.75
runlength_janus, 40000000, 11.652404785156250000, 10.154846191406250000, , 0.404846191406250000, 1702.85
runlength_janus, 40000000, 11.687561035156250000, 10.193420410156250000, , 0.404052734375000000, 1701.4
runlength_janus, 40000000, 11.644653320312500000, 10.158569335937500000, , 0.402221679687500000, 1702.29
runlength_janus, 40000000, 11.699951171875000000, 10.217285156250000000, , 0.403381347656250000, 1702.73
runlength_janus, 40000000, 11.726745605468750000, 10.238220214843750000, , 0.403320312500000000, 1702.69
runlength_janus, 40000000, 11.734252929687500000, 10.234619140625000000, , 0.405212402343750000, 1701.97
runlength_janus, 40000000, 11.711242675781250000, 10.219726562500000000, , 0.405456542968750000, 1703.17
runlength_janus, 40000000, 11.728088378906250000, 10.241210937500000000, , 0.404113769531250000, 1702.47
runlength_janus, 40000000, 11.685424804687500000, 10.184509277343750000, , 0.405944824218750000, 1702.62
runlength_janus, 40000000, 11.724182128906250000, 10.223632812500000000, , 0.404968261718750000, 1704.43
runlength_janus, 40000000, 11.652465820312500000, 10.155212402343750000, , 0.405090332031250000, 1702.35
runlength_janus, 40000000, 11.716369628906250000, 10.224487304687500000, , 0.404113769531250000, 1702.06
runlength_janus, 40000000, 11.733093261718750000, 10.234130859375000000, , 0.403808593750000000, 1698.56
runlength_janus, 40000000, 11.732177734375000000, 10.229492187500000000, , 0.406005859375000000, 1703.27
runlength_janus, 40000000, 11.724426269531250000, 10.226074218750000000, , 0.404602050781250000, 1703.29
